,concept:name,time:timestamp
28043,Send for Credit Collection,2012-01-18 05:01:31.939545+00:00
28050,Insert Fine Notification,2008-04-07 15:45:49.374116+00:00
28050,Add penalty,2009-05-23 02:48:14.294629+00:00
28050,Send for Credit Collection,2012-02-13 08:33:50.294629+00:00
28079,Insert Fine Notification,2008-04-06 00:59:43.437260+00:00
28079,Add penalty,2009-04-09 04:20:03.823606+00:00
28079,Send for Credit Collection,2011-12-31 10:05:39.823606+00:00
28095,Insert Fine Notification,2008-04-03 10:55:32.695073+00:00
28095,Add penalty,2009-05-16 19:31:11.900335+00:00
28095,Send for Credit Collection,2012-02-07 01:16:47.900335+00:00
28097,Insert Fine Notification,2007-02-10 05:18:45.410124+00:00
28097,Add penalty,2008-08-26 02:41:59.592261+00:00
28097,Send for Credit Collection,2011-05-19 08:27:35.592261+00:00
28101,Insert Fine Notification,2008-04-06 07:43:24.996535+00:00
28101,Add penalty,2009-06-27 16:39:19.118156+00:00
28101,Send for Credit Collection,2012-03-19 22:24:55.118156+00:00
28103,Insert Fine Notification,2008-04-07 01:49:05.375933+00:00
28103,Add penalty,2009-04-07 19:05:01.789201+00:00
28103,Send for Credit Collection,2011-12-30 00:50:37.789201+00:00
28137,Insert Fine Notification,2008-04-05 15:17:16.503099+00:00
28137,Add penalty,2009-02-22 00:22:49.114605+00:00
28137,Send for Credit Collection,2011-11-15 06:08:25.114605+00:00
28160,Insert Fine Notification,2008-03-15 21:26:55.629704+00:00
28160,Add penalty,2009-07-31 18:19:08.139115+00:00
28160,Send for Credit Collection,2012-04-23 00:04:44.139115+00:00
28162,Insert Fine Notification,2008-03-15 18:45:19.467583+00:00
28162,Add penalty,2009-08-17 16:16:54.667150+00:00
28162,Send for Credit Collection,2012-05-09 22:02:30.667150+00:00
28186,Insert Fine Notification,2008-03-17 23:58:56+00:00
28186,Add penalty,2009-04-09 10:45:50.887037+00:00
28186,Send for Credit Collection,2011-12-31 16:31:26.887037+00:00
28198,Insert Fine Notification,2008-08-03 00:00:00+00:00
28198,Add penalty,2009-03-29 10:21:49.430417+00:00
28198,Send for Credit Collection,2011-12-20 16:07:25.430417+00:00
28202,Insert Fine Notification,2007-02-04 14:50:47.007505+00:00
28202,Add penalty,2008-06-17 10:47:15.773377+00:00
28202,Send for Credit Collection,2011-03-10 16:32:51.773377+00:00
28204,Insert Fine Notification,2008-03-16 03:53:20.636641+00:00
28204,Add penalty,2009-08-27 20:26:10.773117+00:00
28204,Send for Credit Collection,2012-05-20 02:11:46.773117+00:00
28213,Insert Fine Notification,2008-03-10 14:50:47.007505+00:00
28213,Add penalty,2009-07-22 10:47:15.773377+00:00
28213,Send for Credit Collection,2012-04-13 16:32:51.773377+00:00
28221,Insert Fine Notification,2008-03-15 13:12:39.890334+00:00
28221,Add penalty,2009-05-18 04:52:35.552803+00:00
28221,Send for Credit Collection,2012-02-08 10:38:11.552803+00:00
28241,Insert Fine Notification,2008-04-06 05:18:16.997987+00:00
28241,Add penalty,2009-07-27 16:31:55.770414+00:00
28241,Send for Credit Collection,2012-04-18 22:17:31.770414+00:00
28270,Insert Fine Notification,2007-02-10 03:53:20.636641+00:00
28270,Add penalty,2008-07-23 20:26:10.773117+00:00
28270,Send for Credit Collection,2011-04-16 02:11:46.773117+00:00
28279,Insert Fine Notification,2008-04-07 08:06:28.124972+00:00
28279,Add penalty,2009-06-13 19:25:39.096758+00:00
28279,Send for Credit Collection,2012-03-06 01:11:15.096758+00:00
28290,Insert Fine Notification,2008-04-06 18:54:59.726010+00:00
28290,Add penalty,2009-04-29 02:47:35.012031+00:00
28290,Send for Credit Collection,2012-01-20 08:33:11.012031+00:00
28312,Insert Fine Notification,2007-06-03 00:00:00+00:00
28312,Add penalty,2008-04-09 06:07:03.709095+00:00
28312,Send for Credit Collection,2010-12-31 11:52:39.709095+00:00
28320,Insert Fine Notification,2008-04-06 13:36:55.612081+00:00
28320,Add penalty,2009-07-03 15:11:59.692117+00:00
28320,Send for Credit Collection,2012-03-25 20:57:35.692117+00:00
28331,Insert Fine Notification,2008-07-31 19:20:34.473968+00:00
28331,Add penalty,2009-04-29 13:20:24.004250+00:00
28331,Send for Credit Collection,2012-01-20 19:06:00.004250+00:00
28333,Insert Fine Notification,2008-04-07 14:36:58.432840+00:00
28333,Add penalty,2009-06-14 23:52:21.428804+00:00
28333,Send for Credit Collection,2012-03-07 05:37:57.428804+00:00
28335,Insert Fine Notification,2008-04-08 08:26:29.044116+00:00
28335,Add penalty,2009-07-29 05:38:03.668122+00:00
28335,Send for Credit Collection,2012-04-20 11:23:39.668122+00:00
28337,Insert Fine Notification,2008-04-07 02:47:57.514476+00:00
28337,Add penalty,2009-06-11 21:57:45.900564+00:00
28337,Send for Credit Collection,2012-03-04 03:43:21.900564+00:00
28355,Insert Fine Notification,2008-04-04 00:38:45.477483+00:00
28355,Add penalty,2009-04-26 23:15:55.939545+00:00
28355,Send for Credit Collection,2012-01-18 05:01:31.939545+00:00
28384,Insert Fine Notification,2008-04-03 05:02:35.499910+00:00
28384,Add penalty,2009-06-25 23:12:13.188798+00:00
28384,Send for Credit Collection,2012-03-18 04:57:49.188798+00:00
28386,Insert Fine Notification,2008-04-07 15:45:49.374116+00:00
28386,Add penalty,2009-05-23 02:48:14.294629+00:00
28386,Send for Credit Collection,2012-02-13 08:33:50.294629+00:00
28392,Insert Fine Notification,2008-04-06 17:44:20.158629+00:00
28392,Add penalty,2009-06-23 15:27:36.051402+00:00
28392,Send for Credit Collection,2012-03-15 21:13:12.051402+00:00
28408,Insert Fine Notification,2008-04-28 08:33:09.866010+00:00
28408,Add penalty,2009-02-15 11:25:51.969943+00:00
28408,Send for Credit Collection,2011-11-08 17:11:27.969943+00:00
28477,Insert Fine Notification,2008-02-24 10:09:11.232561+00:00
28477,Add penalty,2009-03-10 23:36:43.532645+00:00
28477,Send for Credit Collection,2010-08-03 10:21:50.732645+00:00
28481,Insert Fine Notification,2007-02-13 00:00:00+00:00
28481,Add penalty,2008-06-07 15:32:49.437428+00:00
28481,Send for Credit Collection,2011-02-28 21:18:25.437428+00:00
28512,Insert Fine Notification,2008-03-07 09:54:50.897992+00:00
28512,Add penalty,2009-05-26 15:59:58.887317+00:00
28512,Send for Credit Collection,2012-02-16 21:45:34.887317+00:00
28564,Insert Fine Notification,2008-03-15 03:34:12.848899+00:00
28564,Add penalty,2009-01-09 10:48:57.648925+00:00
28564,Send for Credit Collection,2011-10-02 16:34:33.648925+00:00
28566,Insert Fine Notification,2008-03-14 09:07:30.267279+00:00
28566,Add penalty,2009-07-11 13:34:13.659415+00:00
28566,Send for Credit Collection,2012-04-02 19:19:49.659415+00:00
28580,Insert Fine Notification,2008-03-14 21:54:02.487706+00:00
28580,Add penalty,2009-04-07 09:06:07.384048+00:00
28580,Send for Credit Collection,2011-12-29 14:51:43.384048+00:00
28591,Insert Fine Notification,2007-02-06 22:35:57.645130+00:00
28591,Add penalty,2008-07-29 06:05:35.533887+00:00
28591,Send for Credit Collection,2011-04-21 11:51:11.533887+00:00
28593,Insert Fine Notification,2007-02-08 19:34:18.165359+00:00
28593,Add penalty,2007-11-27 07:29:09.803470+00:00
28593,Send for Credit Collection,2010-08-19 13:14:45.803470+00:00
28629,Insert Fine Notification,2008-03-06 04:20:39.964515+00:00
28629,Add penalty,2009-05-27 16:45:53.998649+00:00
28629,Send for Credit Collection,2012-02-17 22:31:29.998649+00:00
28642,Insert Fine Notification,2008-03-09 16:15:49.376714+00:00
28642,Add penalty,2010-02-14 14:37:36.391444+00:00
28642,Send for Credit Collection,2012-11-06 20:23:12.391444+00:00
28665,Insert Fine Notification,2008-03-17 20:52:34.042259+00:00
28665,Add penalty,2009-04-01 16:12:52.641208+00:00
28665,Send for Credit Collection,2011-12-23 21:58:28.641208+00:00
28699,Insert Fine Notification,2008-03-18 00:00:00+00:00
28699,Add penalty,2009-01-02 22:19:52.865654+00:00
28699,Send for Credit Collection,2011-09-26 04:05:28.865654+00:00
28711,Insert Fine Notification,2008-03-15 03:53:36.895519+00:00
28711,Add penalty,2009-09-16 04:15:20.489406+00:00
28711,Send for Credit Collection,2012-06-08 10:00:56.489406+00:00
28725,Insert Fine Notification,2008-04-09 00:00:00+00:00
28725,Add penalty,2009-09-11 23:41:04.548823+00:00
28725,Send for Credit Collection,2012-06-04 05:26:40.548823+00:00
28732,Insert Fine Notification,2008-04-28 06:36:57.337769+00:00
28732,Add penalty,2009-09-13 04:22:07.419239+00:00
28732,Send for Credit Collection,2012-06-05 10:07:43.419239+00:00
28753,Insert Fine Notification,2008-04-27 01:28:26.206558+00:00
28753,Add penalty,2009-02-28 09:16:49.694908+00:00
28753,Send for Credit Collection,2011-11-21 15:02:25.694908+00:00
28767,Insert Fine Notification,2007-02-13 00:00:00+00:00
28767,Add penalty,2008-02-05 02:18:40.384887+00:00
28767,Send for Credit Collection,2010-10-28 08:04:16.384887+00:00
28778,Insert Fine Notification,2008-04-28 06:36:57.337769+00:00
28778,Add penalty,2009-09-13 04:22:07.419239+00:00
28778,Send for Credit Collection,2012-06-05 10:07:43.419239+00:00
28818,Insert Fine Notification,2008-04-27 23:52:53.890240+00:00
28818,Add penalty,2009-05-29 16:53:43.873330+00:00
28818,Send for Credit Collection,2012-02-19 22:39:19.873330+00:00
28845,Insert Fine Notification,2008-04-27 08:41:07.367815+00:00
28845,Add penalty,2009-07-01 07:51:28.485788+00:00
28845,Send for Credit Collection,2012-03-23 13:37:04.485788+00:00
28899,Insert Fine Notification,2007-02-13 00:00:00+00:00
28899,Add penalty,2008-01-07 15:36:04.176647+00:00
28899,Send for Credit Collection,2010-09-29 21:21:40.176647+00:00
28920,Insert Fine Notification,2008-04-06 14:36:19.959005+00:00
28920,Add penalty,2009-05-02 04:43:03.120891+00:00
28920,Send for Credit Collection,2012-01-23 10:28:39.120891+00:00
28949,Insert Fine Notification,2008-04-08 13:10:46.972116+00:00
28949,Add penalty,2009-03-05 14:29:02.587528+00:00
28949,Send for Credit Collection,2011-11-26 20:14:38.587528+00:00
28966,Insert Fine Notification,2007-02-13 00:00:00+00:00
28966,Add penalty,2007-12-20 08:48:55.922124+00:00
28966,Send for Credit Collection,2010-09-11 14:34:31.922124+00:00
28968,Insert Fine Notification,2008-04-29 12:13:52.021778+00:00
28968,Add penalty,2009-05-12 14:17:22.377173+00:00
28968,Send for Credit Collection,2012-02-02 20:02:58.377173+00:00
29053,Insert Fine Notification,2008-04-25 17:20:31.195670+00:00
29053,Add penalty,2009-03-20 23:30:00.023996+00:00
29053,Send for Credit Collection,2011-12-12 05:15:36.023996+00:00
29094,Insert Fine Notification,2008-04-25 00:38:45.477483+00:00
29094,Add penalty,2009-05-17 23:15:55.939545+00:00
29094,Send for Credit Collection,2012-02-08 05:01:31.939545+00:00
29107,Insert Fine Notification,2008-04-05 22:30:33.298969+00:00
29107,Add penalty,2009-04-24 16:20:11.710971+00:00
29107,Send for Credit Collection,2012-01-15 22:05:47.710971+00:00
29144,Insert Fine Notification,2007-02-13 00:00:00+00:00
29144,Add penalty,2008-02-05 02:18:40.384887+00:00
29144,Send for Credit Collection,2010-10-28 08:04:16.384887+00:00
29146,Insert Fine Notification,2008-04-06 21:42:12.632549+00:00
29146,Add penalty,2009-07-13 18:57:36.166595+00:00
29146,Send for Credit Collection,2012-04-05 00:43:12.166595+00:00
29177,Insert Fine Notification,2008-04-03 21:44:03.880850+00:00
29177,Add penalty,2009-08-13 07:19:04.289642+00:00
29177,Send for Credit Collection,2012-05-05 13:04:40.289642+00:00
29196,Insert Fine Notification,2007-02-13 00:00:00+00:00
29196,Add penalty,2008-07-05 07:12:30.413975+00:00
29196,Send for Credit Collection,2011-03-28 12:58:06.413975+00:00
29217,Insert Fine Notification,2007-02-08 08:07:49.472527+00:00
29217,Add penalty,2008-09-06 21:06:26.167724+00:00
29217,Send for Credit Collection,2011-05-31 02:52:02.167724+00:00
29221,Insert Fine Notification,2008-03-18 00:00:00+00:00
29221,Add penalty,2009-06-24 02:58:34.340188+00:00
29221,Send for Credit Collection,2012-03-16 08:44:10.340188+00:00
29223,Insert Fine Notification,2008-03-14 13:28:51.324736+00:00
29223,Add penalty,2009-01-03 09:45:43.224548+00:00
29223,Send for Credit Collection,2011-09-26 15:31:19.224548+00:00
29227,Insert Fine Notification,2008-04-04 20:32:37.057155+00:00
29227,Add penalty,2009-03-05 05:38:04.174904+00:00
29227,Send for Credit Collection,2011-11-26 11:23:40.174904+00:00
29234,Insert Fine Notification,2008-04-05 22:25:42.769361+00:00
29234,Add penalty,2009-01-30 17:56:25.496178+00:00
29234,Send for Credit Collection,2011-10-23 23:42:01.496178+00:00
29241,Insert Fine Notification,2008-04-04 21:37:42.987105+00:00
29241,Add penalty,2009-05-18 17:16:40.189536+00:00
29241,Send for Credit Collection,2012-02-08 23:02:16.189536+00:00
29253,Insert Fine Notification,2008-04-08 19:53:51.538635+00:00
29253,Add penalty,2009-07-08 08:40:47.811413+00:00
29253,Send for Credit Collection,2012-03-30 14:26:23.811413+00:00
29260,Insert Fine Notification,2008-04-07 08:15:51.918490+00:00
29260,Add penalty,2009-06-08 15:24:21.965388+00:00
29260,Send for Credit Collection,2012-02-29 21:09:57.965388+00:00
29274,Insert Fine Notification,2008-04-08 18:23:05.487989+00:00
29274,Add penalty,2009-04-02 06:44:26.920374+00:00
29274,Send for Credit Collection,2011-12-24 12:30:02.920374+00:00
29276,Insert Fine Notification,2008-04-02 05:05:40.253857+00:00
29276,Add penalty,2009-04-27 11:25:03.685425+00:00
29276,Send for Credit Collection,2012-01-18 17:10:39.685425+00:00
29292,Insert Fine Notification,2008-04-06 07:41:14.932433+00:00
29292,Add penalty,2009-08-19 19:13:04.292243+00:00
29292,Send for Credit Collection,2012-05-12 00:58:40.292243+00:00
29294,Insert Fine Notification,2008-04-05 13:28:51.324736+00:00
29294,Add penalty,2009-01-25 09:45:43.224548+00:00
29294,Send for Credit Collection,2011-10-18 15:31:19.224548+00:00
29306,Insert Fine Notification,2008-03-18 00:00:00+00:00
29306,Add penalty,2009-01-01 09:33:04.209169+00:00
29306,Send for Credit Collection,2011-09-24 15:18:40.209169+00:00
29371,Insert Fine Notification,2008-04-05 15:56:43.323603+00:00
29371,Add penalty,2009-08-11 04:21:15.022502+00:00
29371,Send for Credit Collection,2012-05-03 10:06:51.022502+00:00
29373,Insert Fine Notification,2007-02-13 00:00:00+00:00
29373,Add penalty,2007-12-20 08:48:55.922124+00:00
29373,Send for Credit Collection,2010-09-11 14:34:31.922124+00:00
29406,Insert Fine Notification,2007-01-30 14:40:15.591386+00:00
29406,Add penalty,2008-01-19 08:47:34.888859+00:00
29406,Send for Credit Collection,2010-10-11 14:33:10.888859+00:00
29450,Insert Fine Notification,2007-02-06 11:58:24.409040+00:00
29450,Add penalty,2008-03-08 12:26:26.511875+00:00
29450,Send for Credit Collection,2010-11-29 18:12:02.511875+00:00
29495,Insert Fine Notification,2008-04-28 13:22:27.607869+00:00
29495,Add penalty,2009-07-12 06:53:11.570365+00:00
29495,Send for Credit Collection,2012-04-03 12:38:47.570365+00:00
29550,Insert Fine Notification,2008-06-11 21:07:52.502082+00:00
29550,Add penalty,2009-04-07 18:05:09.221325+00:00
29550,Send for Credit Collection,2011-12-29 23:50:45.221325+00:00
29587,Insert Fine Notification,2007-02-10 12:17:37.951018+00:00
29587,Add penalty,2008-03-23 06:38:52.013504+00:00
29587,Send for Credit Collection,2010-12-14 12:24:28.013504+00:00
29589,Insert Fine Notification,2008-04-07 13:49:12.203962+00:00
29589,Add penalty,2009-08-20 21:39:29.799498+00:00
29589,Send for Credit Collection,2012-05-13 03:25:05.799498+00:00
29603,Insert Fine Notification,2007-02-08 09:38:28.728005+00:00
29603,Add penalty,2008-01-18 23:49:11.615031+00:00
29603,Send for Credit Collection,2010-10-11 05:34:47.615031+00:00
29611,Insert Fine Notification,2008-04-06 16:00:59.031425+00:00
29611,Add penalty,2009-07-30 17:54:30.662893+00:00
29611,Send for Credit Collection,2012-04-21 23:40:06.662893+00:00
29655,Insert Fine Notification,2008-04-07 06:24:15.821597+00:00
29655,Add penalty,2009-08-02 02:05:34.998082+00:00
29655,Send for Credit Collection,2012-04-24 07:51:10.998082+00:00
29666,Insert Fine Notification,2008-04-28 04:39:59.553208+00:00
29666,Add penalty,2009-05-22 02:38:51.969903+00:00
29666,Send for Credit Collection,2012-02-12 08:24:27.969903+00:00
29704,Insert Fine Notification,2008-04-27 11:33:14.904067+00:00
29704,Add penalty,2009-06-17 17:14:03.359031+00:00
29704,Send for Credit Collection,2012-03-09 22:59:39.359031+00:00
29711,Insert Fine Notification,2008-04-26 23:17:57.450250+00:00
29711,Add penalty,2009-05-19 14:27:16.180654+00:00
29711,Send for Credit Collection,2012-02-09 20:12:52.180654+00:00
29720,Insert Fine Notification,2007-02-25 14:52:53.272808+00:00
29720,Add penalty,2008-01-19 04:31:55.550036+00:00
29720,Send for Credit Collection,2010-10-11 10:17:31.550036+00:00
29755,Insert Fine Notification,2008-04-28 18:58:06.196111+00:00
29755,Add penalty,2009-06-04 06:04:57.264543+00:00
29755,Send for Credit Collection,2012-02-25 11:50:33.264543+00:00
29759,Insert Fine Notification,2008-04-28 17:34:20.756971+00:00
29759,Add penalty,2009-08-11 22:29:25.478701+00:00
29759,Send for Credit Collection,2012-05-04 04:15:01.478701+00:00
29761,Insert Fine Notification,2008-06-16 00:00:00+00:00
29761,Add penalty,2009-08-19 22:13:12.014264+00:00
29761,Send for Credit Collection,2012-05-12 03:58:48.014264+00:00
29847,Insert Fine Notification,2008-04-05 23:48:48.868902+00:00
29847,Add penalty,2009-05-17 20:31:44.240244+00:00
29847,Send for Credit Collection,2012-02-08 02:17:20.240244+00:00
29857,Insert Fine Notification,2008-04-03 22:14:56.646232+00:00
29857,Add penalty,2009-04-29 02:27:08.807478+00:00
29857,Send for Credit Collection,2012-01-20 08:12:44.807478+00:00
29866,Insert Fine Notification,2008-04-07 11:24:50.325657+00:00
29866,Add penalty,2009-04-24 17:50:59.837701+00:00
29866,Send for Credit Collection,2012-01-15 23:36:35.837701+00:00
29885,Insert Fine Notification,2008-04-07 00:44:39.235433+00:00
29885,Add penalty,2009-06-20 23:20:02.083479+00:00
29885,Send for Credit Collection,2012-03-13 05:05:38.083479+00:00
29889,Insert Fine Notification,2007-02-10 02:47:57.514476+00:00
29889,Add penalty,2008-04-15 21:57:45.900564+00:00
29889,Send for Credit Collection,2011-01-07 03:43:21.900564+00:00
29907,Insert Fine Notification,2008-04-03 11:49:11.286307+00:00
29907,Add penalty,2008-12-07 14:52:50.196192+00:00
29907,Send for Credit Collection,2011-08-30 20:38:26.196192+00:00
29911,Insert Fine Notification,2008-04-06 09:52:05.503766+00:00
29911,Add penalty,2008-12-31 19:07:31.236664+00:00
29911,Send for Credit Collection,2011-09-24 00:53:07.236664+00:00
29969,Insert Fine Notification,2008-04-06 03:34:12.848899+00:00
29969,Add penalty,2009-01-31 10:48:57.648925+00:00
29969,Send for Credit Collection,2011-10-24 16:34:33.648925+00:00
29988,Insert Fine Notification,2008-04-08 23:58:56+00:00
29988,Add penalty,2009-05-01 10:45:50.887037+00:00
29988,Send for Credit Collection,2012-01-22 16:31:26.887037+00:00
29996,Insert Fine Notification,2008-04-08 20:26:52.322103+00:00
29996,Add penalty,2009-11-13 19:25:51.000316+00:00
29996,Send for Credit Collection,2012-08-06 01:11:27.000316+00:00
30002,Insert Fine Notification,2007-06-01 12:35:34.343788+00:00
30002,Add penalty,2008-04-21 06:23:40.714307+00:00
30002,Send for Credit Collection,2011-01-12 12:09:16.714307+00:00
30004,Insert Fine Notification,2008-04-09 00:00:00+00:00
30004,Add penalty,2009-04-01 02:18:40.384887+00:00
30004,Send for Credit Collection,2011-12-23 08:04:16.384887+00:00
30033,Insert Fine Notification,2008-04-06 19:20:34.473968+00:00
30033,Add penalty,2009-01-03 13:20:24.004250+00:00
30033,Send for Credit Collection,2011-09-26 19:06:00.004250+00:00
30044,Insert Fine Notification,2008-03-28 04:20:39.964515+00:00
30044,Add penalty,2009-06-18 16:45:53.998649+00:00
30044,Send for Credit Collection,2012-03-10 22:31:29.998649+00:00
30046,Insert Fine Notification,2008-04-09 00:00:00+00:00
30046,Add penalty,2009-06-18 07:29:11.911737+00:00
30046,Send for Credit Collection,2012-03-10 13:14:47.911737+00:00
30052,Insert Fine Notification,2008-06-12 13:10:59.023483+00:00
30052,Add penalty,2009-05-28 21:13:25.659975+00:00
30052,Send for Credit Collection,2012-02-19 02:59:01.659975+00:00
30061,Insert Fine Notification,2008-06-11 11:34:47.514876+00:00
30061,Add penalty,2009-07-31 19:40:57.580703+00:00
30061,Send for Credit Collection,2012-04-23 01:26:33.580703+00:00
30065,Insert Fine Notification,2007-02-09 05:18:16.997987+00:00
30065,Add penalty,2008-05-31 16:31:55.770414+00:00
30065,Send for Credit Collection,2011-02-21 22:17:31.770414+00:00
30082,Insert Fine Notification,2008-06-14 01:49:35.410984+00:00
30082,Add penalty,2009-08-22 21:28:34.313480+00:00
30082,Send for Credit Collection,2012-05-15 03:14:10.313480+00:00
30106,Insert Fine Notification,2008-06-14 06:36:57.337769+00:00
30106,Add penalty,2009-10-30 04:22:07.419239+00:00
30106,Send for Credit Collection,2012-07-22 10:07:43.419239+00:00
30131,Insert Fine Notification,2008-06-13 11:11:59.951282+00:00
30131,Add penalty,2009-08-28 14:09:46.301406+00:00
30131,Send for Credit Collection,2012-05-20 19:55:22.301406+00:00
30133,Insert Fine Notification,2008-07-31 14:36:19.959005+00:00
30133,Add penalty,2009-08-26 04:43:03.120891+00:00
30133,Send for Credit Collection,2012-05-18 10:28:39.120891+00:00
30191,Insert Fine Notification,2008-06-08 22:56:32.419270+00:00
30191,Add penalty,2009-05-31 21:31:34.631404+00:00
30191,Send for Credit Collection,2012-02-22 03:17:10.631404+00:00
30213,Insert Fine Notification,2008-06-12 12:31:26.473431+00:00
30213,Add penalty,2009-07-20 00:00:31.080132+00:00
30213,Send for Credit Collection,2012-04-11 05:46:07.080132+00:00
30237,Insert Fine Notification,2008-07-27 07:14:36.250905+00:00
30237,Add penalty,2009-11-26 16:33:07.070470+00:00
30237,Send for Credit Collection,2012-08-18 22:18:43.070470+00:00
30239,Insert Fine Notification,2008-06-12 17:03:07.266446+00:00
30239,Add penalty,2009-08-05 08:47:57.284530+00:00
30239,Send for Credit Collection,2012-04-27 14:33:33.284530+00:00
30241,Insert Fine Notification,2008-06-13 23:52:53.890240+00:00
30241,Add penalty,2009-07-15 16:53:43.873330+00:00
30241,Send for Credit Collection,2012-04-06 22:39:19.873330+00:00
30243,Insert Fine Notification,2008-07-30 10:30:03.868000+00:00
30243,Add penalty,2010-02-25 11:38:55.622203+00:00
30243,Send for Credit Collection,2012-11-17 17:24:31.622203+00:00
30250,Insert Fine Notification,2007-02-07 21:54:49.268372+00:00
30250,Add penalty,2008-04-14 02:56:41.594851+00:00
30250,Send for Credit Collection,2011-01-05 08:42:17.594851+00:00
30252,Insert Fine Notification,2008-06-12 00:32:10.522090+00:00
30252,Add penalty,2009-10-19 05:11:11.634299+00:00
30252,Send for Credit Collection,2012-07-11 10:56:47.634299+00:00
30280,Insert Fine Notification,2008-07-31 08:15:32.371473+00:00
30280,Add penalty,2009-09-10 22:28:28.338031+00:00
30280,Send for Credit Collection,2012-06-03 04:14:04.338031+00:00
30316,Insert Fine Notification,2008-04-03 11:58:24.409040+00:00
30316,Add penalty,2009-05-04 12:26:26.511875+00:00
30316,Send for Credit Collection,2012-01-25 18:12:02.511875+00:00
30320,Insert Fine Notification,2008-04-08 17:11:15.825537+00:00
30320,Add penalty,2009-05-10 20:36:28.964836+00:00
30320,Send for Credit Collection,2012-02-01 02:22:04.964836+00:00
30334,Insert Fine Notification,2008-04-25 03:49:44.340895+00:00
30334,Add penalty,2009-09-04 20:33:01.552251+00:00
30334,Send for Credit Collection,2012-05-28 02:18:37.552251+00:00
30340,Insert Fine Notification,2008-04-28 06:24:15.821597+00:00
30340,Add penalty,2009-08-23 02:05:34.998082+00:00
30340,Send for Credit Collection,2012-05-15 07:51:10.998082+00:00
30370,Insert Fine Notification,2007-05-28 19:03:33.441039+00:00
30370,Add penalty,2008-05-13 17:29:14.778561+00:00
30370,Send for Credit Collection,2011-02-03 23:14:50.778561+00:00
30374,Insert Fine Notification,2008-04-29 13:10:46.972116+00:00
30374,Add penalty,2009-03-26 14:29:02.587528+00:00
30374,Send for Credit Collection,2011-12-17 20:14:38.587528+00:00
30408,Insert Fine Notification,2008-06-11 15:27:15.288069+00:00
30408,Add penalty,2009-11-09 02:19:16.747965+00:00
30408,Send for Credit Collection,2012-08-01 08:04:52.747965+00:00
30434,Insert Fine Notification,2008-06-13 04:46:17.875732+00:00
30434,Add penalty,2009-10-14 20:02:47.742098+00:00
30434,Send for Credit Collection,2012-07-07 01:48:23.742098+00:00
30471,Insert Fine Notification,2008-07-30 16:31:54.681342+00:00
30471,Add penalty,2009-10-20 19:17:22.088259+00:00
30471,Send for Credit Collection,2012-07-13 01:02:58.088259+00:00
30473,Insert Fine Notification,2008-07-29 13:08:57.887813+00:00
30473,Add penalty,2009-10-23 03:21:40.251367+00:00
30473,Send for Credit Collection,2012-07-15 09:07:16.251367+00:00
30475,Insert Fine Notification,2008-09-11 23:56:42.514286+00:00
30475,Add penalty,2009-12-13 08:47:51.369354+00:00
30475,Send for Credit Collection,2012-09-04 14:33:27.369354+00:00
30477,Insert Fine Notification,2008-06-11 13:52:22.380567+00:00
30477,Add penalty,2009-11-18 02:20:15.029953+00:00
30477,Send for Credit Collection,2012-08-10 08:05:51.029953+00:00
30491,Insert Fine Notification,2008-08-03 00:00:00+00:00
30491,Add penalty,2009-11-04 18:14:13.648507+00:00
30491,Send for Credit Collection,2012-07-27 23:59:49.648507+00:00
30604,Insert Fine Notification,2008-04-03 19:03:33.441039+00:00
30604,Add penalty,2009-03-20 17:29:14.778561+00:00
30604,Send for Credit Collection,2011-12-11 23:14:50.778561+00:00
30624,Insert Fine Notification,2008-06-12 10:29:53.189329+00:00
30624,Add penalty,2009-06-02 14:27:03.018799+00:00
30624,Send for Credit Collection,2012-02-23 20:12:39.018799+00:00
30626,Insert Fine Notification,2008-04-07 02:17:10.104498+00:00
30626,Add penalty,2009-04-24 00:54:04.297529+00:00
30626,Send for Credit Collection,2012-01-15 06:39:40.297529+00:00
30628,Insert Fine Notification,2008-04-06 23:40:15.126140+00:00
30628,Add penalty,2009-04-04 02:49:52.945398+00:00
30628,Send for Credit Collection,2011-12-26 08:35:28.945398+00:00
30630,Insert Fine Notification,2008-04-09 00:00:00+00:00
30630,Add penalty,2009-06-07 15:32:43.462525+00:00
30630,Send for Credit Collection,2012-02-28 21:18:19.462525+00:00
30632,Insert Fine Notification,2008-04-06 21:57:47.073039+00:00
30632,Add penalty,2009-01-24 06:45:49.422990+00:00
30632,Send for Credit Collection,2011-10-17 12:31:25.422990+00:00
30670,Insert Fine Notification,2008-04-06 23:00:39.271368+00:00
30670,Add penalty,2009-05-14 02:24:21.836297+00:00
30670,Send for Credit Collection,2012-02-04 08:09:57.836297+00:00
30677,Insert Fine Notification,2008-04-05 09:07:30.267279+00:00
30677,Add penalty,2009-08-02 13:34:13.659415+00:00
30677,Send for Credit Collection,2012-04-24 19:19:49.659415+00:00
30681,Insert Fine Notification,2008-07-28 11:58:24.409040+00:00
30681,Add penalty,2009-08-28 12:26:26.511875+00:00
30681,Send for Credit Collection,2012-05-20 18:12:02.511875+00:00
30683,Insert Fine Notification,2008-06-08 11:35:31.028759+00:00
30683,Add penalty,2009-09-10 14:56:52.384056+00:00
30683,Send for Credit Collection,2012-06-02 20:42:28.384056+00:00
30692,Insert Fine Notification,2008-06-14 17:54:02.191603+00:00
